element	occurrence frequency
assisting language	1
bracketing noun sequence	1
real world german text processing	1
sparse conjunctive feature spaces	1
certain phonological rules	1
n-gram tagging	1
multimodal grammars	1
generating large scale polarity lexicons	1
automated fact-checking	1
ubiquitous keyword spotting	1
retrieval and browsing	1
extracting multi-modal features	1
joining hands	1
support machine translation and distillation technology development	1
dialog automation	1
augmenting the aac-lexicon	1
combining character and word-level word representations	1
learning directionality	1
dense event ordering	1
ir systems evaluation	1
translation rule extraction	1
buzzsaw at semeval-2017 task 7	1
key phrase extraction and question generation	1
the presentation	1
italian word order	1
building a dutch emotion-annotated corpus	1
extractive multi-document summarization	1
text retrieval and analysis	1
tuefact at semeval 2019 task 8	1
leveraging bert	1
generating questions and multiple-choice answers	1
language and encoding identification	1
similarity-preserving digital book identifiers	1
capturing user and product information	1
tagging a morphologically rich language	1
detect coherence errors	1
predict implicative behavior	1
\#warteam at semeval-2017 task 6	1
identifying beneficial task relations	1
indo-aryan mt systems	1
class transduction	1
the open-domain machine comprehension	1
introducing a lexicon	1
odin annotation	1
bootstrapping a natural language interface	1
geographical regions	1
individual named entity identification	1
evaluating features	1
annotating multiparty discourse	1
sentence segmentation and entity positioning	1
patientgenesys dialogue system	1
annotating examples and features	1
annotation challenges	1
a wikipedia-based robot application	1
designing a croatian aspectual derivatives dictionary	1
classifying agreement and disagreement	1
improving lectures translation	1
ugc	1
the vico spoken dialogue system	1
language systems evaluation	1
semeval-2018 task 8	1
efficient answer sentence selection	1
semeval-2018 task 9	1
selecting sentences	1
inversion transductions	1
semeval-2018 task 7	1
discourse structure analysis	1
recognizing and normalizing timex3	1
computational lexicon construction	1
spanish and its application	1
machine translation impact	1
annotation inconsistencies	1
augmenting small data	1
semeval-2018 task 5	1
text-to-speech intonation	1
rst discourse trees	1
semeval-2018 task 3	1
assessing the effect	1
product question answering	1
semeval-2018 task 1	1
neural review classification	1
detecting countering debate speeches	1
finding motivations	1
election brazilian news	1
leveraging linguistic structures	1
natural language generation systems	1
the text domain	1
controllable text generation	1
multimodal sentiment analysis	1
developing natural language	1
lia at semeval-2017 task 4	1
fast document translation detection	1
english--german neural machine translation	1
modelling sentences and documents	1
post-editing effort	1
corpus-based dictionary generation	1
abusive language annotation	1
information visualization	1
improve precision	1
multimodal interpretation	1
aggregating bidirectional encoder representations	1
inter-annotator agreement measure and alignment	1
real-world environments	1
identify sublanguages	1
multimodal language-enabled systems	1
analyzing historical language varieties. a case study	1
paraphrase scoring	1
a production model	1
end-to-end speech-to-text machine translation	1
mctag	1
the translation workflow	1
a translation corpus	1
exploiting word importance levels	1
balkan languages	1
readership-oriented technical writing	1
the conll-2002 shared task	1
low-resource domain adaptation	1
telephone services	1
generate word sense representations	1
fluent compressions at multiple compression rates	1
generating more interesting responses	1
the imagact ontology	1
iso 24617-8	1
temporal evidence classification	1
deducing linguistic structure	1
extending lambek grammars	1
determining code words	1
polish texts published between 1830 and 1918	1
arabic lvcsr	1
surgery-related processes and outcomes extraction	1
domain generalization	1
extracting conversational implicatures	1
exploiting the redundancy	1
semantic role labelling and information extraction	1
reliable prediction of prosodic breaks	1
the air travel domain	1
text comprehension	1
assessing divergence measures	1
the alta 2012 shared task	1
adaptive audio-visual speech synthesis	1
arb-sen at semeval-2018 task1	1
corpus-based referring expression generation	1
incremental dependency parsing	1
a language production task	1
adapting wsj-trained parsers	1
reading comprehension and word sense disambiguation	1
modeling coherence	1
retrofitting distributional embeddings	1
fast coreference at large scale	1
sequence labeling tasks	1
manipuri language	1
spoken corpora exploitation	1
data fusion	1
totally unordered languages	1
multilingual entity task (met)	1
out-of-vocabulary words	1
deep sentiment analysis and opinion mining applications	1
balancing expressiveness and simplicity	1
training	1
news 2010 transliteration generation shared task	1
phonetic similarity	1
understanding abuse	1
class-instance acquisition	1
modeling diachronic change	1
automated speaking proficiency assessment	1
fine-grained entity typing and linking	1
minimally supervised wsd	1
w13	1
classification and structure	1
all eu languages	1
lexical learning	1
relation learning	1
spanish-nahuatl	1
a cooperative hlt world	1
conll 2017 shared task	1
reducing annotation effort	1
patent/technical documents translation	1
realtime navigational instruction	1
automatic short answer grading	1
the conll-2013 shared task	1
input modes during multimodal human-computer interaction	1
cross-lingual inference	1
text generation systems	1
detecting diachronic semantic shift	1
fuzzy generalised quantifiers	1
speech-to-speech mt systems	1
referential scope limitations into japanese pronoun resolution	1
learning commonsense	1
span-relation representations	1
the vespra speech processing system	1
relational understanding	1
enhanced back-of-the-book indexing	1
term detection	1
twitter at semeval-2015	1
many human languages	1
generating walking directions	1
distributed parsing	1
automatically generating contrast sets	1
wmt 2016 translation tasks	1
the second bucc shared task	1
mapping graf	1
fast sequential prediction	1
each other	1
causality reasoning	1
compiling and filtering parice	1
joint sentence classification	1
news multi-document summarization	1
molecular biology entity identification systems	1
a natural language processing system	1
evaluating reputation among all good sellers	1
description logics	1
improve error correction	1
speech signal processing	1
detecting linguistic idiosyncratic interests	1
string transductions	1
shedding (a thousand points of) light	1
multi-domain text mining	1
semantic relations	1
the sfb732 silver standard collection	1
deep abusive language classification	1
robust text-independent speaker identification	1
an experimental parser	1
enhancing the sentiment intensity prediction	1
scientific discovery	1
brazilian portuguese-english statistical transfer machine translation	1
breton-french statistical machine translation	1
underlying representations	1
transcribing naturally occurring continuous speech	1
speed and precision	1
very large-scale hierarchical classification	1
noun sense disambiguation	1
real-world machine reading comprehension	1
adapting the neural encoder-decoder framework	1
enhance event extraction	1
approximate crf-based nlp systems	1
distribute them freely under restrictive eu copyright laws	1
post-translational modifications	1
identifying non-visual and false-premise questions	1
automatic phonetic segmentation	1
exploiting the human computational effort dedicated	1
extracting biomedical events	1
template-based language generation	1
computational construction grammars	1
editing support	1
acoustic modeling	1
machine translation over specific linguistic phenomena	1
n-best ccg parsing	1
nlp novices	1
interoperable language resource metadata	1
processing topological spatial expressions	1
translation unit	1
human-robot peer-learning dialogue	1
talla at semeval-2018 task 7	1
multilingual aspect-based sentiment analysis	1
ranking-based coreference resolution	1
predicting translation quality and related statistics	1
unraveling infinite jest	1
oil exploration	1
machine translation performance prediction	1
managing structural ambiguities	1
positive emotion elicitation	1
open domain targeted sentiment	1
evaluating taggers and tagsets	1
sentiment and emotion classification	1
gist at semeval-2018 task 12	1
interpreting questions	1
normalizing medieval german texts	1
argumentative texts	1
co-referring named entities	1
helping foreign language learning	1
detecting east asian prejudice	1
evaluating wsd	1
ntu-1 at semeval-2017 task 12	1
the kazakh language	1
bootstrapped information extraction	1
the sick benchmark	1
the nominal morphology	1
constraint selection	1
conversational gesture	1
financial reporting	1
thai-laotian and malay-indonesian	1
machine translation between two sami languages	1
handling rule grammars	1
sequence generation tasks	1
collecting language resources	1
the under-resourced language chaghatay	1
the bsnlp-2019 shared task	1
the development of dialogue systems directed	1
assessing the benefits	1
chinese temporal relation extraction	1
argumentation structure	1
frame-semantic annotation	1
distinguish machine translation	1
semi-supervised semantic pattern discovery	1
exploiting argument information	1
russian evaluation initiative	1
learning field compatibilities	1
combining multiple translation resources	1
overcoming data sparseness	1
lexical description	1
bilingual semantic role labeling	1
exploring long-term temporal trends	1
cross-modal references	1
accurate multilingual discourse segmentation	1
lt3 at semeval-2018 task 1	1
predicting stances	1
the ntnu system at semeval-2017 task 10	1
a document	1
cognates identification	1
weakly supervised document-level multi-aspect sentiment classification	1
unsupervised document embedding	1
word embedding learning	1
paragraphs and documents	1
literature retrieval	1
recommend peer review decisions	1
identifying offensive language	1
psyml at semeval-2018 task 1	1
rule generalization	1
the mu machine translation system	1
arabic neural machine translation	1
open domain semantic parsing	1
build and manage legal knowledge	1
japanese text generation	1
improve arabic-english statistical machine translation	1
language-learning applications	1
bootstrapping an italian verbnet	1
automatic book summarization	1
languages without an orthography	1
aspect category detection and sentiment polarity classification	1
wide-coverage text generation	1
collecting a motion-capture corpus	1
establishing variation	1
distinguishing informational and ambiguous queries	1
multiword evaluation	1
arithmetic explanation	1
ukrainian	1
acoustic model discovery	1
sentence level mt evaluation	1
recognizing rights and obligations	1
syntactic and semantic dependencies	1
developing aret	1
combining textual and speech features	1
spelling normalization	1
cross-language document retrieval	1
low-resource domains	1
turkish statistical machine translation	1
chinese language computing	1
discourse and dialogue generation	1
uva wahoos at semeval-2019 task 6	1
assess natural language parser performance across domains	1
evaluating a german sketch grammar	1
tracking the dynamics	1
statistical left-corner parsing	1
collaborative multi-lingual ontological knowledge construction and maintenance	1
rank-based keyword assignment	1
big green at wnut 2020 shared task-1	1
wat2017 english-japanese translation task	1
wmt18 multimodal translation task	1
automatic and dynamic thesaurus updating	1
math word problem solving	1
coloring objects	1
evaluating the accuracy	1
building a standardized wordnet	1
know-center at semeval-2017 task 10	1
evaluating grammatical error correction systems	1
strategic and tactical generation	1
nlp-at-scale	1
spelling error patterns	1
utterance intent classification	1
european union under-resourced languages	1
leaving no token behind	1
synchronous context free grammars	1
text message normalization	1
browsing and exploring wordnets of indian languages	1
practice conversation	1
translation validation: the transcheck system	1
distant-talking speech recognition under reverberant environments	1
cognitive task analysis	1
exploiting the scope	1
consumer-rating systems	1
agglutinative language	1
finding optimists and pessimists	1
language processing chains	1
few-shot natural language classification tasks	1
measuring word similarity	1
the rasp system	1
text chunking	1
robots across environment representations	1
misogyny categorization	1
\#nondicevosulserio at semeval-2018 task 3	1
managing nlp-related text annotations	1
declarative information extraction	1
eudamu at semeval-2017 task 11	1
leveraging reusability	1
identifying various kinds	1
atynegar at nsurl-2019 task 8	1
translating between morphologically rich languages	1
identify character-directed utterances	1
analytic-language translation	1
a flexible generation architecture	1
text semantic matching	1
detect and correct errors	1
multilingual named entities	1
including senses	1
probing the nature	1
global inference	1
the training and evaluation	1
fast system customization	1
corpus based synthesis	1
identify hate speech against immigrants and women	1
unification-based processing	1
measure semantic textual similarity	1
looking beyond label noise	1
linguistically annotated documents	1
training probabilistic lr parsers	1
sensing tree automata	1
training corpora	1
medical reports	1
emotion computing	1
autistic text comprehension	1
customized corpus creation	1
guir at semeval-2017 task 12	1
multi-choice question answering	1
discourse organisation	1
english --ing	1
structure unification grammar	1
building a bridge	1
building large corpora	1
annotation and tool development	1
homology-based generalization	1
pledge specificity prediction	1
regression based approach	1
zero-shot recognition	1
the 2013 nli shared task	1
faceted navigation	1
dynamic hypertext generation	1
detecting adversarial examples against automatic speech recognition	1
selective manual annotation	1
enlisting the ghost	1
sc-upb at the vardial 2019 evaluation campaign	1
chinese authorship attribution	1
opinion detection across domains	1
the translation market	1
modeling subjective assessments	1
argumentative writing	1
sacred legends	1
parsing and structural transfer	1
de-identifying clinical records	1
coherence modeling	1
regularization	1
simile recognition	1
resolving ambiguous spoken sentences	1
event designation	1
machine translated text and translation quality estimation	1
extracting bilingual dictionary	1
annotating a code-switching treebank	1
machine translation and speech synthesis	1
graph convolution neural networks	1
visual attention	1
ssn mlrg1 at semeval-2018 task 1	1
classroom discussions	1
ssn mlrg1 at semeval-2018 task 3	1
temporal reference resolution	1
automated essay grading	1
hierarchical phrase-based translation rules	1
relational databases	1
v np1 into np2 construction	1
local query expansion	1
labeling semantic roles	1
revision	1
generalized opacity	1
chinese sentence analysis	1
all major languages	1
translation quality estimation at the word level	1
low error density domains	1
affect and emotion	1
major ibero-romance languages	1
cultural microblog retrieval	1
sentence paraphrasing	1
incorporating diversified contexts and answer-aware loss	1
controlling the complexity	1
classification tasks	1
going beyond t-sne	1
multi-class emotion analysis	1
typed grammars	1
intelligent assistants	1
robust multi-device dialogue	1
bionlp 2013 cg and pc tasks	1
dialogue response selection)	1
binary classification	1
situating an nlp curriculum interdisciplinarily	1
prosperamnet at the finsim task	1
prefix-constrained machine translation	1
optimising tree edit distance	1
enhance machine translation output	1
a microprocessor-based machine translatton system	1
developing a new grammar checker	1
identifying temporal expression and its syntactic role	1
parsing clinical finnish	1
latent-variable weighted logic programs	1
a hierachical timeline	1
find women experts	1
improving cogroo	1
textgraphs 2019 shared task	1
enhancing variational autoencoders	1
visual reference resolution	1
the g-tag generation process	1
the lrc machine	1
spanish-chinese language learning	1
collocation and phrase learning	1
monitoring disease outbreak events	1
mitre at semeval-2018 task 11	1
tuning machine translation output	1
querying both parallel and treebank corpora	1
computer aided writing	1
crowdsourcing a large corpus	1
predicting celtic mutations	1
shift-reduce ccg parsing	1
clinical document coding	1
stance aggregation	1
locating noun phrases	1
automatic topic model evaluation	1
image caption translation	1
news video	1
finding the bleu-optimal hypothesis	1
syllabification	1
classifying spoken chess move instructions	1
technical aac research	1
chinese prosodic phrase prediction	1
chinese script conversion	1
providing users	1
brain- and text- based meaning	1
deep inside-outside recursive autoencoders	1
document-specific mt post-editing	1
dialogue modeling	1
semantic similarity and relatedness	1
clark at semeval-2019 task 3	1
mental events	1
investigating language impact	1
intelligent text processing	1
lexicalized tree-adjoining grammars	1
the dsl task	1
computer-aided language teaching	1
automatic semantic tagging	1
saying no but meaning yes	1
predicting high-quality answers	1
language infrastructures	1
language and linguistic analysis (gorilla)	1
team fernando-pessa at semeval-2019 task 4	1
the wmt 2016	1
machine translation system design	1
midas at semeval-2019 task 6	1
midas at semeval-2019 task 9	1
madar shared task	1
building code-mixed goal oriented conversation systems	1
distinguishing voices	1
a ccg supertagger	1
morphological stemming	1
wet lab entity extraction	1
vlc	1
next generation localisation	1
general-purpose code generation	1
cross-lingual and cross-document event detection	1
mixed script information retrieval	1
leveraging newswire treebanks	1
pos tagging experts \& dependency parsing	1
understanding the dynamics	1
wat2018 myanmar-english translation task	1
visually grounded spoken language understanding	1
opinion and emotion	1
hedge detection and uncertainty classification	1
machine transliteration and its fast decoding algorithm	1
assessing the verifiability	1
predicting response	1
the ontosem semantic analyzer	1
extracting semantic information	1
english and inuktitut	1
snu ids at semeval-2019 task 3	1
exploiting named entity gazetteer	1
varying lengths	1
neural language processing	1
exert systems	1
semantic class learning	1
nested mention recognition	1
human-bot interaction	1
browsing electronic documents	1
neural surface realisation	1
task 5 and task 14	1
parse gpsgs	1
english-tamil statistical machine translation	1
low-resource dependency parsing	1
improve the generalization capability	1
finding alternative translations	1
developing knowledge base and question answering system	1
classifying sentences	1
constrained linguistic typology feature prediction	1
predicting financial outcomes	1
natural language evalaution	1
wnut 2020 shared task-1	1
quantifying lexical influence	1
named entity categorization	1
action item detection	1
speech recognition applications	1
learning language and other things	1
exploring text and image features	1
ju\_etce\_17\_21 at semeval-2019 task 6	1
multilingual resource sharing	1
speaker identification	1
dialect research	1
persuasion oriented discussions	1
scientific documents	1
binding theory	1
computational branding analytics	1
a man-machine dialog	1
sinai-dl at semeval-2019 task 7	1
recognizing emotions	1
pkuse at semeval-2019 task 3	1
basque sentiment analysis	1
sinai-dl at semeval-2019 task 5	1
modeling empathy and distress	1
finding negative symptoms	1
limsi-multisem at the ijcai semdeep-5 wic challenge	1
the digital humanities	1
social media communication	1
vqa	1
weighted multiple context-free grammars	1
identify directional cross-lingual entailment	1
encoding world knowledge	1
evaluate the factual consistency	1
improved logical reasoning	1
the final version	1
synthesizing mandarin syllable signal	1
mwe lexicon management and corpus annotation	1
2013--2014	1
chinese event detection	1
designing complex nl systems	1
japanese all-words word sense disambiguation	1
translation direction	1
skewer-searching ninjal corpora	1
pretraining bert	1
extended explanations	1
the gender generalization subtype	1
nlp@uit at semeval-2019 task 4	1
preserving multilingual cultural heritage	1
decoding	1
human-in-the-loop minimum error rate training	1
dialogue turns	1
natural sciences and technology	1
third message understanding evaluation and conference (muc-3)	1
imbalanced sentiment classification	1
parsing extragrammatical language	1
promoting named entities	1
vectorweavers at semeval-2016 task 10	1
robust graph-based commonsense information extraction	1
conversational arabic speech	1
climbing mont bleu	1
wmt2015 metrics task	1
identifying mentions	1
contemporary issues	1
enterprise machine translation adoption	1
training slu systems	1
a broad-coverage urdu/hindi lfg grammar	1
the bea-2019 shared task	1
deployment	1
robust chinese shallow parsing	1
dialog state tracking challenge 2	1
introducing the spmrl 2014 shared task	1
instructional text generation	1
commercial users	1
joint chinese word segmentation and pos tagging	1
semi-supervised sentence classification	1
harvesting axiomatic knowledge	1
dialogue interaction	1
cross-lingual text labeling	1
st. lawrence island yupik	1
drawing a line between literal and idiomatic meanings	1
creating a human-machine interaction corpus	1
the air traffic control domain	1
fine-tuning transformer neural networks	1
pdtb discourseconnective identification	1
dr theory and lfg	1
conversational curiosity	1
summarization datasets	1
bridging the gap between human and machine	1
weakly supervised text classification	1
first and second language texts	1
predicting quantifiers	1
improve stance classification	1
explain homework testing	1
mental health problems	1
abbreviating terms	1
handling unlike coordinated phrases	1
complement coercion crowdsourcing	1
interoperable language resources	1
understanding metaphors	1
cvte at ijcnlp-2017 task 1	1
comparing commercial and open source performance	1
continuous-output machine translation	1
debiasing embeddings	1
integrating logical representations	1
content-based recommender systems	1
comparable corpora construction	1
dfki-dkt at semeval-2017 task 8	1
choosing plausible alternatives	1
korean amr	1
studying differential responses	1
automatic conceptual indexing	1
suspenseful narratives	1
concept stock recommendation	1
conversational recommender systems	1
identifying sentence boundaries	1
user engagement	1
online podcasts fusing acoustic and language based structural and semantic information	1
abstracting	1
turning a term extractor into a new domain	1
broad-coverage natural language parsing	1
articulation	1
help subcategorization acquisition	1
corpus comparison tasks	1
emotion hashtags \#hashtags4you	1
competitive mwe identification	1
information retrieval evaluation	1
simplification tasks	1
subject-object-verb languages	1
sentim at semeval-2019 task 3	1
parallel treebank alignment	1
categorial unification grammar	1
rumour verification models	1
semantic categorization	1
efficient treebanking	1
assessing the impact	1
query and document terms	1
linguistic steganography and secret sharing	1
compiling typed unification grammars into speech recognisers	1
the wmt12 quality estimation task	1
deconstructing multimodality	1
core technology mt evaluation	1
acquiring paraphrases	1
hardware verification	1
topic boundary detection	1
discriminative parse selection	1
translating cultural specifics	1
cognitive processing	1
writing assistance	1
unsupervised statistical language learning	1
multi-hop reading comprehension at scale	1
wide-coverage hpsg parsing	1
latent structure learning	1
the acl special interest group	1
quantitative historical linguistics	1
overlapping ambiguity resolution	1
on-demand extraction of hierarchical translation grammars	1
spanish-english smt	1
finding the storyteller	1
individualized speech therapy research	1
learning linguistic descriptors	1
generation and application	1
fast lexicalised-grammar parsing	1
microblog misinformation identification	1
encoding source language	1
text-to-graph-notation transducer	1
dls@cu at semeval-2016 task 1	1
find answer types and appropriate answer candidate sets	1
computational argumentation mining	1
direct speech translation evaluation	1
a new unity3d/nooj connector	1
generating non-redundant quantifier scopings	1
extract drug-drug interaction information	1
attention over heads	1
distantly supervised relation detection	1
general context-free grammars	1
parse and perceive	1
automated persuasion	1
exploiting the role	1
grammar refinement	1
english-turkish language pair	1
time-offset interactions and unstructured dialogue systems	1
textual cohesion and coherence	1
the question answering lstm	1
isolated older adults	1
eliminating intra-sentence polarity ambiguities	1
joint pos tagging and graph-based dependency parsing	1
learner applications	1
short text entity linking	1
ordering adverbs	1
udlap at semeval-2016 task 4	1
manual word sense annotation	1
learning latent word representations	1
a multi-lingual phrase-based translation system	1
identify clinical events and time expressions	1
assocating facial displays	1
hierarchical word sequence language model	1
arabic multi-genre corpus diacritization	1
fine-grained hate speech classification	1
structured label spaces	1
survey analysis	1
a new chilean constitution	1
filtering prosodic phrasing	1
evaluating interactive dialogue systems	1
named entity combination	1
similar languages	1
urdu statistical machine translation	1
message passing and dual decomposition	1
semi-supervised dependency parsing	1
context-sensitive word glossing	1
anaphoricity determination	1
spoken language human-machine dialogue research	1
comparing attention-based convolutional and recurrent neural networks	1
information retrieval and linguistic creativity	1
capturing and parsing the mixed properties	1
semitic morphological analysis and generation	1
wikipedia categories	1
robust deep processing	1
syllabification and grapheme-to-phoneme conversion	1
mayand at semeval-2016 task 5	1
critical editions	1
snippet generation	1
efficient subword tokenization	1
lexical variation	1
machine translation across scenarios	1
tackling adversarial examples	1
score function	1
community-based question answering services	1
text-based relational reasoning	1
communication style	1
human language technologies (hlt)	1
question type classification	1
external plagiarism analysis	1
an idiostyle	1
zero-shot cross-lingual transfer and beyond	1
multilingual semantic parsing	1
supertagging	1
many languages	1
vowel categorization	1
ulisboa at semeval-2017 task 12	1
amharic sentiment classification	1
language drills	1
topic-focused summarization	1
dynamic bottom-up processing	1
news production considering unreality	1
ancient greek morphology	1
biomedical term identification	1
transcription crowdsourcing	1
restricting the rhetorical input	1
open-domain text summarization	1
swedish literary fiction	1
computing semantic textual similarity	1
evaluating open-ended story generation	1
morphology learning	1
improved bilingual lexicon learning	1
learning stochastic ot grammars	1
cross-language text categorization	1
community reception	1
parallel treebanks	1
topic detection and tracking	1
generating alternative answers	1
a writing tutor	1
a unified evaluation framework and empirical comparison	1
realization	1
ellipsis processing	1
evaluating semantic fluency	1
multiparagraph texts	1
identifying informative covid-19 english tweets	1
mention-ranking coreference models	1
defining a core body	1
materials informatics	1
japanese spoken-to-written style conversion	1
reconciling dialog evaluation	1
phrase-based and syntax-based machine translation	1
brenda starr at semeval-2019 task 4	1
evaluating machine translations	1
ynu-hpcc at semeval-2018 task 11	1
ynu-hpcc at semeval-2018 task 12	1
the star system	1
multiple reading support systems: a reading speed-based procedure	1
spoken language understanding and action selection	1
putting the horse before the cart	1
investigating the stability	1
interpretable semantic similarity	1
multiband excitation based speech analysis and modification	1
a cognitive architecture	1
assist hierarchical phrase-based machine translation	1
computational grammars	1
predicting brexit	1
corpus sharing	1
evaluating the usability	1
mandarin broadcast news transcription	1
deverbal nouns	1
extracting relevant information	1
discourse compositionality	1
a comprehension knowledge source	1
genre-aware parsing	1
detecting minimal semantic units and their meanings (dimsum)	1
truly low-resource scenarios	1
pre-training distributed word representations	1
extended textual coreference and bridging anaphora	1
predicting roll-call votes	1
dependency syntax and parsing	1
digital language resources	1
bootstrapped entity extraction	1
the concluding session	1
assessing the corpus size vs. similarity trade-off	1
leveraging small multilingual corpora	1
detecting non-literal usage	1
the umist japanese project	1
computational natural language learning and the second learning language	1
funsentiment at semeval-2017 task 5	1
generating coherent summaries	1
northern haida	1
lexical/semantic patterns	1
building natural language translation systems	1
text summarization and question answering	1
interpreting ellipsis	1
attentive listening	1
handwritten text line detection	1
ricoh at semeval-2016 task 1	1
bilingual lexicons	1
extracting a semantic lexicon	1
measuring the confusability	1
historical spelling normalization	1
making conversational structure explicit	1
supplementing answers	1
accessing countries	1
applying sa-class bigram language models	1
superposition-based finite-state morphology	1
exploring the influence	1
world travelers	1
learnable residual structure	1
computational social science	1
computer assisted translation and language learning	1
semantic classes	1
improving the recall	1
checking surface information	1
predicting cognitively salient modifiers	1
multimodal word embedding	1
find grammatical relations	1
generating and performing japanese stand-up comedy	1
information-based parsing	1
graph-based domain adaptation	1
multi-word extraction	1
vlc research	1
domain specific ontology expansion	1
training an rnn parser	1
learning utterance-level semantic dependency	1
a proofreading tool	1
disambiguating french locative verbs and their translation into arabic	1
datr theories	1
interactive dialogue systems	1
evaluating factors impacting the accuracy	1
knowledge-based domain classification	1
enhanced retrieval accuracy	1
multilingual entity detection and tracking	1
syntax-based word embeddings	1
improving their readability	1
multi-lingual applications	1
interdisciplinary research	1
annotating causality and overlapping relations	1
multilingual nlp	1
graph-based distributional semantic models	1
continuous space language models	1
online large-margin learning	1
multi-turn dialogue generation	1
agenda-based dependency parsing	1
ustb\_prir at bioasq 2017 task 5b	1
efficient natural language processing	1
multimodal communication	1
automotive	1
identify opinion entities	1
learn hierarchical contexts	1
argumentation structure parsing	1
modeling relation paths	1
automatic lexical substitution	1
in-cabin conversational agents	1
games and natural language processing	1
chinese named entity identification	1
integrating multi-level linguistic knowledge	1
information-theoretic criterion	1
searchable translation memories	1
freezing subnetworks	1
abstract syntax	1
alibaba at ijcnlp-2017 task 2	1
alibaba at ijcnlp-2017 task 1	1
challenging chinese machine reading comprehension	1
broad-coverage surface realization	1
analyzing the structure	1
meaning similarity	1
tense translation	1
incorporating textual information	1
user profile locations	1
ntua-islab at semeval-2019 task 3	1
work and job-related well-being	1
erulemaking user comments	1
the archaeology domain	1
word-level translation quality estimation	1
lexeme-based morphology	1
ntua-islab at semeval-2019 task 9	1
pivot-based statistical mt	1
nlp and language evolution	1
investigating domain-specific information	1
analyzing the perceived severity	1
grammar documentation	1
learning incrementally refined document representations	1
recommender systems	1
extending the coverage	1
classification and routing	1
predict numbers	1
incremental systems	1
multi-genre sentiment analysis	1
titling and clustering wikipedia sections	1
better transliteration	1
csecu-dsg at wnut-2020 task 2	1
gender knowledge acquisition	1
learning weighted topic links across corpora	1
argument comprehension	1
phenotyping tasks	1
applying bert	1
health behavior change therapy	1
reinforced summarization models	1
debiasing automatic metrics	1
classifying idiomatic and literal expressions	1
mesh indexing	1
detection of pejorative nominalizations	1
dialog simulation	1
phrase-based string-to-dependency translation	1
discriminative itg alignment	1
discourse-driven language models	1
parsing the childes database	1
comparing automatic labelling tools	1
the system vie-lang	1
interpretation	1
end-to-end video-grounded dialogue systems	1
vmwe identification	1
nn-crf-based sequential tagging	1
implementing a generative chatbot	1
learning preference	1
aligning packed dependency trees	1
arabic-englishqa system	1
the unsupervised news translation task	1
loosely coupled parallel systems	1
exploiting conversation structure	1
akkadian cuneiform	1
the acquisition of a grammatical classification system from unrestricted english text	1
the wmt 19 robustness task	1
dropped pronoun translation	1
multimodal information extraction	1
a semantic matching subtask	1
evaluating context-based citation recommendation systems	1
korean parsing	1
enterprise legal litigation	1
low-resource text classification tasks	1
parallel web page mining	1
spoken dialogue understanding	1
processing word lattices	1
overcoming the rare word problem	1
building composite document vectors	1
relating food prices and descriptions	1
chinese near-synonym choice	1
making ellipses explicit	1
optimising incremental dialogue decisions	1
automate natural language template generation	1
valence \& argument integration	1
keyword extraction system	1
inspection and exchange	1
unconstrained handwriting	1
quality characteristics	1
the discomt pronoun translation task	1
back-transliterating pinyin place names	1
finding non-arbitrary form-meaning systematicity	1
covid-19 and sars-cov-2	1
l2f/inesc-id at semeval-2019 task 2	1
weakly supervised open domain question answering	1
automatic transfer-rule induction	1
trust distant supervision	1
domain-agnostic question answering	1
thai language resources and thai language behavior analysis and modeling	1
three domains	1
interpretation errors	1
entity names	1
optimal corpus design	1
ikm at semeval-2017 task 8	1
causality estimation	1
aspiration	1
web language engineering	1
comparing representations	1
filtering conversations	1
dependency parsing and semantic role labeling	1
knowledge-based machine translation	1
quality and technology	1
neural machine translation and parsing	1
improve unigram terminology extraction	1
exploiting linguistic knowledge	1
typing race games	1
information structure and pauses	1
reverse dictionaries	1
uw-cse at semeval-2016 task 10	1
discussion forums	1
lexical association	1
medical domain web search	1
justdeep at nlp4if 2019 task 1	1
enforcing global constraints	1
language modeling and more ted talks	1
clause splitting	1
inuktitut	1
abusive content detection	1
hashcount at semeval-2018 task 3	1
vocab	1
the eurotra software	1
relation modeling	1
cross-lingual link discovery	1
measuring interlanguage	1
distant spelling errors	1
improved automated content scoring	1
language codes	1
sentence classification tasks	1
represent heterogeneous lexical knowledge	1
learn a lexicon	1
creating multilingual translation lexicons	1
expectation vectors	1
building fine-grained domain-specific emotion lexicon	1
neural semi-supervised learning under domain shift	1
caregiving	1
bottom-up dependency parsing	1
unknown word recognition	1
a spontaneous conversational speech collection	1
tagging and chunking	1
an adaptive computer-assisted language learningand teaching system	1
multilingual and cross-level semantic textual similarity	1
ensembling various dependency parsers	1
evaluating analyzers	1
out-of-domain tasks	1
recovering discourse relations	1
speech recognition technologies	1
reductionistic statistical parsing	1
expanding wordnets	1
multilingual lexical database	1
being theoretical is being practical	1
handling oral dialogues	1
jumt at wmt2019 news translation task	1
ontology-based question answering	1
speech segmentation	1
earley and tomita parsing	1
incorporating word and subword units	1
discourse-aware sentence representations	1
sharing word representation vectors	1
mining complex predicates	1
eliminating redundancy	1
open vocabulary slots	1
sentence-level and topic-level sentiment analysis	1
besting the quiz master	1
putting different state-of-the-arts into a box	1
identifying personal experience tweets	1
translation shift analysis	1
widl-expressions and its application	1
learning cross-domain word embeddings	1
takelab-qa at semeval-2017 task 3	1
